full_text,Misoginy
Un candidato de Vox al Congreso por Madrid llamó “arpía” y “fulana” a la menor violada por los tres jugadores de la Arandina  vía ,0
"    Hola, claro que existen hombres así.

Al igual que existe mujeres que después de tener sexo, se arrepienten y denuncian falsamente.

En el caso del Arandina fútbol club, los AUDIOS recogidos, exponen claramente este último caso.

Ambos casos son repudiables.

Un saludo",0
Vamos a ver cómo se les acaba el cachondeo de seguir violando en manadas  a mujeres#Arandina,0
"Los muchachos inocentes d la  Arandina dicen ellos ""q no han hecho nada, q es eso de 38 años, q no han matao a nadie, etc. Unos portentos físicos con una niña de 15 años a la q han destrozado la vida y a sus padres y a familiares. Le han arrebatado todos sus derechos pasándosela",0
Caso Arandina: por qué te pueden caer años de cárcel por difundir los audios de la víctima ,0
" Tú recuerda q d este caso (como en casi todos, nadie sabe realmente lo q paso) ya sabes quiénes son, donde viven, donde jugaban, tendrás un punto de mira ""arandina"" y al menos han dado la cara.
Pregunta x la manada d manresa y las últimas 10, a ver si sabes algo, ""investigador""",0
" ¿Igualdad? ¿Qué importa la estúpida igualdad material? 😒 Lo que importa realmente es la libertad y tu propuesta atenta contra la libertad.

La gente libre no es igual y la gente igual no es libre.",0
"El caso Arandina, según mi opinión, no se si sabéis que en la tele no pueden emitir absolutamente todo y se ha dicho que hay delitos probados de la violacion. Además todos sabemos de sobra que son gente de dinero y podrían haberse librado, y van a meterles 20 años, que no son 2.",0
"😨😨😨 La PRESUNCION DE INOCENCIA ha muerto, CASO ARANDINA - La Nicoteca y ...  vía ",0
Sentencia Jugadores Arandina. No tiene desperdicio. ,0
   Loca por veros bailar,0
" A las mujeres infieles. Las musulmanas van marcadas con el pañuelo y a esas no se les toca. Y cómo además les sale gratis delinquir en España...Nos tienen entretenidos con los misóginos de la manada de Sevilla y con los torpes de la Arandina, mientras violan  estos salvajes",0
" Siento discrepar, pero mi madre que era tan analfabeta como sabia..., decía : "" la que de 15 no es, de 20 no me la des... y que para ser puta y no ganar ""na"" , mejor ser mujer ""honrá""..."" Los burros del Arandina se merecen la reprobación de nuestra sociedad pero no destruirlos...",0
"Perfecta explicación del la Sentencia.

SENTENCIA DEL CASO ARANDINA: LA JUSTICIA HA MUERTO: ",0
"Una vez más la mayoría de medios,  nos dan todo tipo de detalles sobre esos jugadores de la Arandina, pero DISCRIMINAN a los inmigrantes, cuando no nos ofrecen la misma información.

¿ Por qué  desprecian tanto a los que no son españoles ? ",0
"Hola  ,  se dice:  Tres violadores condenados en el caso Arandina.
De nada. ",0
" En ese mismo intervalo tú le habrías explicado la sentencia de la Arandina, el último videojuego con el que te distraes, lo que más te gusta de Ibai, tus tres comidas preferidas y la magnífica novia que tienes. No te quejes. 😂😂",0
"ÚLTIMA HORA | Los exjugadores de la Arandina, condenados a 38 años de cárcel por violar a una menor ",0
Borra el twit al conocer la sentencia. Un candidato de Vox al Congreso por Madrid llamó “arpía” y “fulana” a la menor violada por los tres jugadores de la Arandina  vía ,0
"La condena del caso Arandina se sustenta, fundamentalmente, en la declaración de la víctima, y lo cierto es que el relato de hechos probados arroja bastantes dudas
 vía ",0
La condena a los ex jugadores de la Arandina provoca el cabreo de miles de españoles: «Y Rodrigo Lanza solo cinco años» ,0
"      Si defiendes a los de la Arandina, si defiendes q una violación triple no merece la pena q les impusieron, si pones la culpa sobre la menor, si discutes hasta la edad de consentimiento, tú DEFIENDES VIOLADORES.",0
"El  quiere despedir el año en el Ruta sin sustos contra la Arandina
 ",0
"que la diferencia básica con la víctima del Arandina era la ausencia de redes sociales en aquel entonces, que hoy nos hacen aún más vulnerables.",0
"🔴 ¿La ley es igual para todos?...
#Arandina ",0
"  Es gracioso que no hayas cogido una guataca en tu puta vida y vas dando lecciones. Eso sí, el la firmita sin haber acabado la carrera sí que la pilotas, verdad?😉",0
Condenados los tres exjugadores de la #Arandina a penas que suman 114 años por agresión sexual a una menor  ,0
" Estoy de acuerdo en que los jugadores de la Arandina deberían pagar el acostarse con una menor, pero no tanto que sea una violación y menos 38 años, que es más incluso que Manuel Carcaño asesino de Marta del Castillo.",0
Lo de los chavales del arandina es un poco vergüencita no?,0
"As 500 peroas, se é que son 500, que se manifestan en favor dos violadores da Arandina, merecen todo o desprezo como cómprices dunha violación en grupo a unha menor. En que carallo de mundo viven?",0
"Digo yo que si el fiscal no abre diligencias contra el resto de chicos de esa carpeta del móvil, quizás esté prevaricando y permitiendo la agresion sexual sobre una menor. No podemos quedarnos solo en los jugadores de la Arandina. ",0
"Si defienden así a los jugadores de la Arandina, qué no harán con los CR7 de turno (y sí, es un análisis secundario y tangencial)",0
Acompañadme en esta triste historia sobre el caso Arandina ,0
" La madre a muerto, todavía vais a pedir cadena perpetua. a los violadores de la arandina no le pedís cadena perpetua???",0
"Histéricas, locas, feminazis, Not all men, denuncias falsas, odiología de género, ni machismo ni feminismo... ME CAGO EN VUESTROS MUERTOS. Que arda todo 🔥
#EsUnaGuerra

",0
"Sobre lo de los de la Arandina, por cierto: son inocentes hasta que no haya una sentencia firme del Supremo.",0
Sensibilidades y simpatias aparte ayer se produjo a mi parecer una de las sentencias mas injustas de los ultimos tiempos. La de los tipos del arandina. Y algo de eso debe de haber porque en todas las cadenas estubieron un buen rato intentando justificarla #LaCafeteraUKexit,0
"Enquanto participava de uma partida de futebol society, o goleiro Dias sentiu dores no peito e foi conduzido a uma unidade médica da cidade, o Hospital São Vicente de Paula. ",0
"A los de la Arandina los han metido 38 años no por violadores ni asesinos... si no por imbeciles. La Justicia española nos dice q si en lugar de violar la matas te cae menos pena... y si vas a violar, drogala antes pq así no se te resiste y tb te cae menos pena... viva España",0
"  Pero tu de donde sales??!!No se si sabrás coger una puta hazada tan siquiera.Te pones a hacer un video delante de un tractor,que no sabes ni para que sirve!!Por cierto,la Tierra es redonda,no plana!Evolucione señora!",0
"         Claro que si, sin duda!! Pero que un o una menor no tenga la posibilidad de arruinarte la vida tan fácil. Que por tener contacto sexual con una menor de 16 años tienes condena, CÚMPLELA!! Pero cumplir 38 años por algo que ella reconoce que se inventa es increíble!",0
 Para se escritora haces una interpretación de una información bastante patética,0
"Juristas, sobre el «caso Arandina»: «La perspectiva de género se afianza en las sentencias por violación» ",0
 Y al desgraciado asesino la caen 5 años de prisión y como lleva cumplidos 4 y pico en junio del año que viene sale. Y lo más triste es que a los de la Arandina les van a meter 38 años y van a pasarse veinte en la cárcel. Casi mejor la hubieran matado con una bandera de España,0
"José Manuel Soto, sobre la condena a los exjugadores del Arandina: ""Estamos perdidos"" via  ",0
"  Llevo la mitad de la sentencia del caso Arandina. Es que no doy crédito a los hechos ""probados"". Parece una puta broma de mal gusto si no fuera porque les han caído 38 años. De verdad, es ALUCINANTE. 
",0
"Greta (16) es una niñata que debería estar en el colegio, dónde va dando lecciones a los adultos. 

La víctima de la Arandina (15) a ver qué hacía con ellos, sabía de sobra dónde se metía.",0
"3- grupo de hombres viola a niña de 14 años borracha y drogada, inconsciente.
-12 AÑOS DE PRISIÓN.
4- grupo de hombres viola niña de 15 años. 
-38 AÑOS DE PRISIÓN.
4 casos 2 violadoras 2 violadores la justicia machista que no protege a la mujer.",0
"     y las feminazis, y el lobby lgtb, y los moritos, y los de Teruel..no te dejes a nadie, todos nazis y traidores a españa , el unico español de bien es Santi el chiringuitero",0
 Es un hijo de puta.,0
"Acabamos de saber que  no tiene donde presentar su libro en León

No somos ni feminazis ni totalitarios, somos gente que defiende nuestros derechos y no permite la misoginia en nuestra ciudad

CANCELADO",0
 O es hablar sin tener ni puta idea en este caso. Salvo que hayas preguntado al entorno más cercano,0
" El el mismo sitio que la paga feminazi, creo. Si lo encontráis, que rule. Que me interesa pedir la mía 😂",0
 Pedozo de cerdo HIJO DE PUTA CERDOS ASQUEROSOS DE MIERDA ESTÉ es otromas #QUÉ tiene noticias falsas PORQUÉ tiene que ir chupando CULOS POLLAS  para poder subsistir POQUE ya no puede sacar no ticias de las croatas #DEL ESTADO #DEL #PEPE Y #DEL CIUDANOS y tiene chupa platanos #pep,0
"  Qué farmacéutica a nivel mundial y amiguis de qué mandatario internacional son los que están promoviendo todo esto ? Tic ... tac ... 
hagan sus apuestas. Se avecina nueva vacuna estúpida multimillonaria",0
  No te has quitado un trozo boñiga de la suela de la bota en tu puta vida,0
"  Pués me pareces muy guapa! Comparto todo lo demás (rojaza y feminazi) y añado lo de ""y a mucha honra! “",0
"Amigas, ¿ya os han subido a vosotras la ""paguita feminazi""? Porque yo no veo el ingreso de Soros por ninguna parte...",0
"  Votarían los rojos, caviares, ambientalistas, feminazis, LGTB y demás fauna izquierdista",0
  que cabecita más loca tienes,0
"con mi crush empezamos hablar ayer y hoy ya me mandó un mensaje de buenos días, ustedes q onda",0
El mundo literario francés denuncia el «apoyo intelectual» a la pedofilia #IdeologiaDeGenero #gender #genderideologie #Feminazis #feminisme  ,0
 Vaya puta mierda de canción.,0
"Esta es reciente. 

Tenía un buen colega poli que decía coincidir mucho conmigo y tenerme cariño.

Cuando mi pareja empezó a pasar de los tonteos de él (de quien sabía de sobra que no estaba interesada), de golpe se volvió frío y una víctima de las feminazis.

Misterioso señor 🤔",0
 Traidor hijo de puta,0
 A ver si me llega la paga por ser una feminazi 😳,0
  Lo que hace no tener ni puta idea eh,0
" La propia Isabel Serra dirigiéndose a una agente de la Policía Municipal le gritó ""eres una cocainómana"", ""mala madre, hija de puta, con todo los que hemos luchado las mujeres contigo se pierde todo, no te quieren ni tus propios compañeros"".",0
"  Tú sí q no tienes ni puta idea de lo q es el campo. Ven y te explico yo como es, con clases prácticas...ya verás q pronto se te quita esa sonrisa de la cara...",0
" Hijo de puta, Espinosa de los cojones, homofóbico inculto",0
" Tu no vas a mejorar nada payaso, no tienes ni puta idea, no sabes dónde tienes la mano derecha, si no has trabajado en tu p. Vida cómo vas a crear trabajo para otros? Después de vosotros quedará la ruina",0
" Pues mira que yo cuando se nombra ""puta"" o prostitución no dejo de pensar en Andalucia y Baleares y de tu amiguitos de la izquierda.",0
"Independentistas, putos rojos, comunistas, ETA, tiro en la nuca, Venezuela, ETA, lobbys feminazis

TRAKA TRA PAPÁ ",0
"    Yo no odio, ya lo dije. Es que la otra me esta diciendo que yo tengo fantasías con las feminazis",0
"Nuevo vídeo en el canal La Guarida del Zorro, por 

SENTENCIA CASO ARANDINA (Análisis y Reflexión)

#RevillaEH
#SonPerroflautismosSanos 

",0
" Tú no tienes ni puta idea de para qué va la gente al cine, hulio",0
" A mi me fascina la extrema facilidad con la que tú, que no tienes ni puta idea de lo que hablas, valoras la situación. Supongo que tienes más datos que el gobierno y los sanitarios que lo están asesorando, y consideras que la gente estaría mejor propagando el virus libremente.",0
 Perro hijo de puta 👉 💀,0
"Somos unas feminazis y las violaciones no importan hasta que son a manos de extranjeros
SOIS UNOS RACISTAS DE MIERDA, NO ME PODÉIS DAR MAS ASCO, SOIS ESCORIA ",0
" Su puta madre Inés, lástima que no fueras como número uno en las listas. Animo que todo pasa y todo llegará.",0
"   Soy trans y soy crítico de género. ""terf"" es otra manera de decir ""feminazi"" (es decir, un insulto idiota) porque se refiere a mujeres feministas que quieren definir y defender sus propios espacios. Los trans debemos hacer nuestra propia lucha para abolir el género y no podemos",0
    De perra madre.,0
" En el número de muertes por violencia de género? Poco o nada.
Las Violaciones serán más fáciles de perseguir eso si.
Por otro lado los que temen a las “feminazis” va a estar que trinan",0
" Madre mía,  Menos mal que lo dice Antonio de la Torre y no tú... Yo me pondría a bloquear como loca.",0
" Pacifismo es llamar “hijos de puta, asesinos, vergüenza me daría ser policía…”.también lanzamiento de botellas, piedras, adoquines, tiestos, macetas, “y otros objetos contundentes como papeleras”. Pero lo importante es que la policía es una MUJER y hoy ya no toca el #YoSiTeCreo",0
" Y la mujer policía que fue llamada "" Cocainomana, mala madre e hija de puta.... Que parte de tu orgullo representa?""
Comunista rancia. Que poco os queda para desaparecer del mapa. Extremistas radicales.",0
"""El hembrismo basado en el manifiesto SCUM está haciendo que crezcan feminazis que pretenden eliminar al hombre"".

Si se cambia ""hembrismo"" por ""generismo"", ""manifiesto SCUM"" por ""teoría queer"", ""feminazis"" por ""transactivistas"" y ""al hombre"" por ""a la mujer""... ¿Qué obtenemos?",0
" Sólo en este hilo ya he leído: Mala bestia, analfabeta, cansina, espaÑorda, loca, microbio, puton, enferma, xoni, aburrevacas. ""Cállate ya"",""vete a pastar"", ""vete a cagar"", ""que le cierren la boca""... 

¿Y decís que Cataluña es una tierra que da cabida a todo el mundo?. Tela.",0
"  Yo es que estaba ocupada reclamando mi paga feminazi, pero de camino ya he empezado a ponerle ojitos a más de una.",0
" Pues parece que ambos tiene el mismo coeficiente intelectual... Por lo menos ahora que el pobre animal (el zorro) está muerto.
Vaya hijos de puta!",0
"Hacía ya un tiempo que no me llamaban feminazi. Lo echaba de menos, la verdad. ",0
" Lo de la manada ""original"" ya fue algo vergonzoso, pero lo de estos 3 pavos ya está a otro nivel. Flagrante violación de derechos, de verdad, leed la puta sentencia porque es vomitivo. La chica directamente llegó a decir que se lo iba a inventar antes de denunciarlo.",0
    Joder! qué curiosidad... No sé como he llegado a esta discusión tan loca pero tengo una duda:  y  pensáis que las trans son mujeres en esencia con los mismos derechos que vosotras? Es por curiosidad. Ya que me he tragado medio hilo....,0
 Lo que son: COBARDES E HIJOS DE PUTA.,0
"El puto becario ha querido decir ""feminazi"", hoy tampoco cobra.",0
" El carapolla no tiene ni puta idea de gobernar una ciudad, seguro que en su casa manda mas su perro que el😂",0
" En serio hay que explicar esto??? Pero qué somos?? Pedagogas toda la puta vida?? Qué harrrrta, mare. No lo expliques, Dolera. Á er favó. Qué pesaos.",0
" La Sociedad es mucho más plural de lo que se piensa. Cuándo dejaremos de dar publicidad a estos hijos de puta? Cuándo nos levantaremos y les aplicaremos la muerte civil? Fuera derechos, fuera vivir en Sociedad; al desierto con ellos y que se mueran de asco.",0
 Por eso son tan vehementes los de Osasuna. Ni puta idea de fútbol tienen.,0
"  Pobrecito la sociedad lo ha orillado a caerle a puñaladas a ese asqueroso capitalista. 
""Feminazi promedio""
Si la policía lo agarra no le puede dar un toletazo que los progre saltan. 
Que maldito esté engendro.",0
" De eso sabe mucho la fiscal general..o busca los papeles y audios sobre Cartagena de indias, igual encuentras explicaciones q te sorprendería, deja de meterte con la gente de una puta vez,sinvergüenza.",0
 Golfa que eres una golfa .....como yo 😂😂feliz año 😘😘💜,0
  Que puta vergüenza de justicia.,0
 Son de ñordia no tenen puta ideia,0
 No tienes ni puta idea de nada,0
" Hijo de puta.....Ladrón,sinvergüenza.",0
 Que forma más estupida de morir.,0
" La mayoría de las que presumís de apoyar la VG no tenéis ni puta idea del tema. Solo buscas protagonismo, sois cínicas e hipócritas. De esto sabe quién lo sufre y quién lo trata a diario y poco mas. Creerse que se sabe de tema sin tener ni idea es ser demasiado ignorarte",0
" Solo recordarte que esta sitacismo es porque un tal Rajoy una puta tarde se fue a beber y dejo un bolso, en vez de dimitir por el bien de España

A tomar el pelo a tu abuela.",0
 será ilegal pero el despido es libre y te quedas en la puta calle. A mi el sindicato me puso palos en las ruedas!,0
" Las mujeres a las que vos denostas llamando “feminazis” son las que luchan por tus derechos.
Muchas vinieron antes que vos, y gracias a ellas podes votar, acceder a una educación, etc.",0
"  Me haces mucha gracia, porque te puedes cagar en la puta madre de alguien siempre con una sonrisa. Me gusta. Pero tu partido nada de nada.",0
" Tia! Asi de amigui a amigui... no te flipes, q hay una parte q no tienes ni zorra, Puigdemont les salió rana, no queria chuparla a los d ñ a partir de ahí tu teoria se desconjuaringa, vas mal, muuu mal... para hablar de estas teorías empecemos x hablar de Madriz y Pujol...",0
La doctrina tras el caso de 'la manada' que se aplica al caso de los exjugadores de La Arandina: intimidación ambiental y condena por cooperación en cada delito de agresión  Lo explica  ,0
  Es una puta verguenza,0
" ""...de puro puta pongo el culo""
Ya nos imaginábamos el sentido figurado.",0
"  Que cabrona! Lo tenías todo planeado! Bien jugado Charo, bieeeeeeeeeen jugado. ",0
" Si lo ha dicho al final, que yo tengo una perra de 8 meses y estaba muy preocupada por el tema,  y lo he escuchado",0
"Cualquiera de los dos crimenes absolutamente execrable.Con todas las precauciones solo digo comparen las penas a unos jovenes inmaduros por delito sexual sin planificación,y a dos adultos con alevosía premeditación y parentesco.

",0
"   Fue el PSOE de Zapatero para ganar las elecciones, y si yo hubiera sido Aznar hubiera suspendido las elecciones!! 
El PSOE de Zapatero junto con Francias, Marruecos y los amigos de la puta ETA",0
" Que be. Fantastica noticia. Que coño tendrá q ver q la gente sea cerda e incivica, con la Ada Colau? Felicitats a tots els q podran gaudir d aquest espai.",0
"  Vosotros que podeis, no os de miedo decir las cosas. No empleemos terminologia de lo políticamente correcto. Es una puta vergüenza que nos lleva a  1934, si no peor!!! Es un acto de traicion, rastrero y de intereses egolatras de los picapiedra... Asco!!",0
 A la puta calle y que pague el una indemnización de 80 millones de euros por gandul,0
#Últimahora | Los jugadores del Arandina condenados a 38 años de cárcel por agresión sexual a una menor  ,0
  Monasterio tiene razon...y la otra que aunque sea de añdea no tiene ni puta idea que los tractores funcionan con diesel.Tu puede vivir en una aldea y no tener ni puta idea que es el caso de julia otero.,0
 Valiente hijo de puta,0
" Hijos de la gran puta traidores a la Constitución Española perro Sánchez Pérez castejon,el pnv,potemos y la madre que los parió y pp y ciudadanos mirando al sol?Cabrones",0
" Puede que los que velan por el cumplimiento de la Ley sean juristas de verdad y lo estén haciendo como corresponde, pasa que tú estás acostumbrada a ejercer profesiones sin tener ni puta idea.",0
 Eres terca eh?  Reconoce que pegaste la cagada con la comparación sin tener ni puta idea de lo que pasaba. Que no pasa nada. Que no tienes que ser experta de todo. Pareces el Antonio Maestre o Rubén Sánchez versión femenina.,0
"  Venga ya Ines, fundios con UPyD de una puta vez, y te escucharemos desde el grupo mixto 😂😂😂",0
 Hijo de puta...,0
" Dicen todos estos que vas a ser mamá, estas loca insensata, noches sin dormir, elegir guardería, colegio, estudios, pañales, biberones un sin fin de gastos por una personita que te va a llenar de amor, a pesar de todo, si que vale la pena. Felicidades",0
" ""Machismo mata"" es una generalización tan estúpida como suponer que ninguna periodista, nunca, en el mundo entero, haya conseguido información a base de lo que sea.
Las generalizaciones son, en general, propias de mentes sin argumentos y sin espíritu crítico.",0
" ¿Hay que juzgar a las personas por como visten?

Cristina Fallarás: *sube esto*

Yo: Ah, fil da puta agora si emtendo",0
"    Los chicos no tenían 24 cuando paso, y no puedo evitar que el caso me cree dudas, de todas formas si lo hicieron merecen ser castigado pero creo que 38 años es desproporcionado si comparamos los 5 años por asesinato que le dieron al bajuno de Lanza.",0
 Temos propriedade pra falar pq muitos dirigentes nossos fizeram isso e vimos o quanto sofremos. Só agora um libertadores depois de 38 anos é um absurdo. Um clube do tamanho do Flamengo já deveria ter umas dez.,0
 El putu amo! No com tu  que cardes puta pena,0
"Recordemos que el candidato de V0X al Congreso de Diputados de Madrid nombró de “harpia y fulana” a la menor violada por los jugadores del Arandina, a los cuales le han caido 38 años.",0
    Esperamos 38 anos para ser bi campeão da libertadores,0
"  me pareces una gran cómica, pero esto ya no tiene ni puta gracia.",0
" No tienes ni puta idea de lo que es la democracia, porque no eres demócrata.
Los demócratas hemos tenido que aguantar que la organización criminal a la que perteneces saqueara el país,porque tenia mayoría en el Congreso.
Aprende a perder, fascista.",0
 Que puta vergüenza,0
"No, cabrones, pagan por que violaron, por eso pagan.

Y ustedes,  día con día demuestran más su probrísimo periodismo, vergüenza debería darles.

#Arandina ",0
  Discurso populista donde los haya. Los d.siempre? Los de la calle? Pero es que usted no tiene ni.puta idea sobre como es la composicion media de la sociedad? Quiere dejarse de chorradas y gobernsr con la cabeza?,0
 Estás muy loca 😂😂,0
"‼️ Condenados los tres exjugadores de La Arandina a 38 años de cárcel por agresión sexual a una menor 

Se ha aplicado la doctrina de la cooperación necesaria: cada uno es condenado como autor por los hechos y como cooperador por lo realizado por los demás  ",0
 Y tú puta madre de donde es ? Hijo de puta,0
La Audiencia Provincial de Burgos decide el próximo miércoles si los condenados del caso Arandina entran en prisión  Informa  ,0
"#LoMásLeído Los audios de la menor del caso Arandina: «Si se van de la lengua, incluyo cosas inventadas» ",0
" Con la d veces q tu has ido a la diadas,concerts de Sant Esteve,correfocs y diadas castelleras y ahora esta todo politizado...puta vida Caye,puta vida",0
" Ne cago en la  puta, los tíos, y alguna mujer también, somos imbeciles? Por qué he de sentir vergüenza de que me cuelgue un trocito? Estamos enfermos cuando no podemos respetar a la mitad del planeta. 🤬🤬🤬",0
 Sois la misma puta mierda . Con perdón de la expresión,0
"    Que pasa que las rubias de melena larga sin rapar, ni flequillo de ojos azules, depiladas y risueñas no podemos ser feminazis? Pequeño deberías rechazar los estereotipos",0
 Hijo de puta!!!,0
La doctrina de la sentencia de 'la manada' se aplica al caso Arandina: intimidación ambiental y condena por cooperación en cada delito de agresión  ,0
 conoces un hijo de puta que sale en la foto? ,0
"🔴 #ÚltimaHora | Declaran culpables de agredir sexualmente a una menor de 15 años a los tres exjugadores de la Arandina ➡ El juez condena a 40 años a Raúl Calvo y a 39 a “Lucho” y “Viti”
  ",0
"La sentencia contra los jugadores de La Arandina muestra lo que pudo haber sido la condena contra #LaManada, por   ",0
"  No Cristina no!!
Eso no es una locura es una puta VENGANZA.
Por desgracia no es la primera ni sera la ultima.",0
"   Entonces que se aclare bien la frase:
-3 futbolistas del Arandina, 38 años de cárcel a cada uno por agredir sexualmente a una menor y colaborar en otras 2 violaciones.",0
    Si lo hicieron que lo encierren pero en este caso tengo mis dudas (es mi opinión y la de muchos)y 38 años son muchos. En fin decida el supremo 😊,0
"El ""estado es un macho violador"" fuertes declaraciones de las feminazis en contra del gobierno FA ",0
 QUE HIJO DE LA GRAN PUTA! PERO NO PODRANNNNNNNNNNNNNNNNNNNNNNNNNNN!,0
"Uno de los exjugadores de la Arandina: ""¿38 años de qué? ¿A quién he matado?""  Informa  ",0
Unas 350 personas marchan en Aranda de Duero contra la sentencia del caso Arandina ,0
"Del ataque a balazos en la colonia Campamento 2 de octubre, #AlcaldiaIztacalco Murieron dos: Christian Briano Rodriguez, de 39 y Edgar Santoyo Bello, 38 años. Este último, tiene 3 ingresos al sistema penitencio -2 x robo agravado y 1 x homicidio doloso. El segundo tres x robo ",0
" Es de humanos dudar
Pero puedes hacer que cambie de opinión. Soy el ""hombre Michelin""
Eso del hombre Michelin es un tema a tratar en una conferencia #feminazi",0
"Con Blasco Ibañez, decir que en España se aborrece siempre el sexo, cuando son otros los que lo practican.  
La condena a los jugadores de la #Arandina devuelve a España a sus épocas más oscuras, luego os quejais si desde Flandes os recordamos la Leyenda Negra que forjais.",0
"🔴#ÚLTIMAHORA Los exjugadores del caso Arandina, culpables de agresión sexual a una menor ",0
" Caye... No tienes ni puta idea. Tu a lo tuyo, a seguir metiendo cizaña en Cataluña. No sabes ni donde esta León.",0
" Disculpas. Me despisté con lo del 155 andaluz (no se habla de otra cosa). Con lo de los jugadores de la Arandina, si es posible.",0
"  Señor Achurra , usted que hace papel de galán y caballero en las telenovelas rascas ¿así le enseñaron a comportarse ante la opinión de una mujer? y ¿qué dicen las feminazis de este maltrato público dado a una mujer?, da lastima DON GOYO! La edad lo cagó, cámbienle el pañal please",0
"Condenados los tres exjugadores de la Arandina a 38 años de cárcel por agresión sexual a una menor. No entrarán en prisión de momento, ya que antes tendrá que solicitarse una vistilla en la que se decida  ",0
La Audiencia Provincial de Burgos dicta hoy sentencia sobre el caso Arandina ,0
"Cada que entro a un video de Star Wars sale la palabra inventada feminazi y los odio malditos machitos, concuerdo con que la nueva triologia debio ser mejor para que Rey destacara más pero la historia solo fue hecha para sacarle más dinero a fans y no se preocupó de que +",0
"  Es como encontrar a Wally pero en versión FACHALANDIA.  Ya me imagino una línea de juguetes para los niños de VOX... ""Encuentra al CDR"" , ""encuentra a la feminazi"", entre un mar de VOXtralopitecus. Haría furor entre los VOXchild. 😁",0
 Ese es un hijo de puta y el periodista que lo anima un cabrón,0
🔴 #ÚLTIMAHORA Se filtran los primeros audios de la menor del caso Arandina ,0
 No tienes ni puta idea Leon es un reino y no somos castellanos pero si queremos España estudia un poco historia de España y entenderás un poco.,0
"15 años de cárcel para la Manada, 38 para la Arandina: el porqué de la condena ",0
Me estaba encantando mi clase micro hasta que dijo mi profe “feminazis” mucha maestría pero 0 educación.,0
   Un calentón 38 años y el que mató  al de los tirantes en 2 años a seguir mstando,0
 Crónica de una violación anunciada. Hace falta ser hijo de puta.,0
"«Estos chicos son las cabezas de turco por el caso de Pamplona». Olga Navarro, abogada de Raúl Calvo, uno de los jugadores condenados a 38 años de cárcel por agresión sexual, censura que «una menor puede meter hoy en la cárcel a quien quiera» ",0
"  Disculpa, el que llama orgía a lo que sea condenado con 38 años de cárcel por violación eres tú.
Yo no soy manager de nadie y Rubén no ha dicho nada de cobrar por certificar tweet. A buen entendedor pocas palabras bastan. Y si por favor, cierra porque hace corriente",0
"    Creo que no has entendido.

Yo digo que 38 años, es una auténtica salvajada, sobretodo después de escuchar los AUDIOS.

Si que se merecen una pena, pero que sea acorde con el delito.",0
La «disparidad de versiones» de la víctima por «aparentar experiencia sexual» ,0
"Los exjugadores de la Arandina, condenados a 38 años de cárcel por violar a una menor ",0
"#APesarDelGobierno soy feliz porque van a subir los impuestos a los ricos y a mi ya me han subido la luz, estoy deseando que sigan así hasta ser tan rica como para ser vecina del vicepresi y la ministra de Desigual-dad, puede prestarme algo de ropa para ir de feminazi por la vida",0
" Hombre claro que alomejor por buena conducta, servicios alomejor sale antes... así es nuestro código penal... Pero los años a los que estaba condenado era mayor.... Al final los del arandina aver en cuantos quedan, cuántos están realmente....",0
#CyL | La abogada de uno de los exjugadores de la Arandina ve contradicciones en la sentencia y anuncia un recurso ➡ Olga Navarro anuncia también que se va a oponer a la entrada en prisión de su defendido. Más aquí  ,0
"Susana no tendrá como segundo nombre Alicia, por que  vive en el país de las maravillas. Con tanto progreso e igualdad durante 38 años el PSOE seguirá gobernando a perpetuidad, verdad? Por favor lo único que trajeron fue clientelismo, pobreza e ignorancia.Y un robo descarado. ",0
" Ahora vengo del tanatorio. Una familia destrozada , porque un hijo de la gran puta ha decidido q esté muerta. Te pillaremos cabrón, no te vas a ir de risitas. Una feminista comprometida y luchadora. Una gran persona. Un ejemplo de tía y de hermana. Ni una menos, ya está bien.",0
Multa de hasta 20 millones y 5 años de cárcel por difundir los audios de la víctima de la Arandina  por  ,0
"Hablan los tres ex jugadores de La Arandina condenados: «Es una vergüenza, la denuncia es falsa» ",0
"""Cabezas de turco"". Los condenados por agresión sexual en el caso del Arandina siguen negando los hechos. ",0
" lo q sea, pero q alguien me explique como esto 38 años y matar a una persona 6. De verdad que alguien me lo explique.",0
 No tiene ni puta idea y los que la apoyan tampoco no saben nada y se erigen como si fueran maestros,0
" Anda, pero todavía existí? 😂😂😂. Los españoles como tú dices, ya os pusieron donde estáis, osea en la Puta irrelevancia.
Ale a seguir echando bilis. 😩😩😩",0
hai tanta contradición na xente de vox á que lle parece excesiva a condena de 38 anos para o caso arandina como na xente de esquerdas que se alegra das condenas infinitas,0
Los pardillos del Arandina  ✍ La opinión de Alberto García Reyes,0
"#Deportes | «Caso Arandina». Los condenados del «caso Arandina»: «No somos violadores, somos unos pardillos» ➡ Los tres exfutbolistas del club critican la sentencia que les condena a 38 años de prisión
  ",0
 Pobres chavales que son de ahí de toda la vida y no como los violadores que vienen de Plutón. Y todo por una tontería del metesaca con una golfa.  Caya por Dios.,0
"  El escrito de acusación recuerda que al tiempo que escupían a los agentes, también les lanzaron botellas, piedras, adoquines, tiestos, macetas.
La propia Serra, dirigiéndose a una agente, le gritó «eres una cocainómana», « mala madre, hija de puta""
Ahora cara de corderito, claro.",0
